C0274714,Adrenergic syndrome
2738,audio: hunt: drug approval 'takes too long' 
2739,video: can dog studies help human health? 
2740,more stem cell 'discovery' doubts 
2741,takeout food ban 'may fight obesity' 
2742,4792320|fri mar 14 01:04:45 +0000 2014|'early access' drugs scheme launched 
2743,us reports woman-to-woman hiv case 
2744,'you've got cancer' email warning 
2745,frozen sperm fight ends in victory 
2746,video: ecstasy death prompts mum's campaign 
2747,statin side-effects questioned 
2748,is macho culture causing young men to take their own lives? 
2749,patients 'imprisoned' in care homes 
2750,public sector pay decisions due 
2751,children's heart surgery unit 'safe' 
2752,'love hormone' may treat anorexia 
2753,adult social care 'under pressure' 
2754,hiv protection gel 'a step closer' 
2755,social media 'cuts teenagers' sleep' 
2756,angelina jolie to have more surgery 
2757,video: court of appeal to hear pregnancy case 
2758,patient has pioneering 3d face op 
2759,exercise advised for cancer swelling 
2760,mental health cuts 'risk lives' 
2761,hospital closure power granted 
2762,obese pregnant women 'cost nhs more' 
2763,more children treated on adult wards 
2764,prescription charge rise in england 
2765,audio: surgeon: saggy skin surgery is needed 
2766,belfast health trust boss resigns 
2767,obesity 'link to lower exam results' 
2768,light drinking 'is preterm risk' 
2769,video: children's diets 'far too salty' 
2770,mps debate hospital closure power 
2771,faulty implants end women's sex life 
2772,'shortage of senior nurses in nhs' 
2773,children's diets 'far too salty' 
2774,'withdraw' major stem cell findings 
2775,england sees surge of scarlet fever 
2776,audio: 'why i would take alzheimer's test' 
2777,audio: charity calls for lung donor change 
2778,the people who believe in medical miracles 
2779,video: could robots help children with autism? 
2780,video: lung transplant rethink urged 
2781,obesity fears over council cuts 
2782,young mental health service 'crisis' 
2783,national lung transplant list urged 
2784,women get heart disease too 
2785,blood test 'finds alzheimer's early' 
2786,sniffing out cancer with electronic noses 
2787,pain relief plea for terminally ill 
2788,inside the mind of the tv detective 
2789,audio: school 'banned' my anorexic daughter 
2790,abortion provider hit by data fine 
2791,pupils allowed to smoke at school 
2792,video: coma patients 'put on exercise bike' 
2793,video: 'i've lost 4 inches in height' 
2794,sixteen killed by hospital superbug 
2796,case leads to surrogacy advice 
2797,widow wins frozen sperm legal fight 
2798,video: widow wins fight to keep sperm 
2799,nhs 'must be open over mistakes' 
2800,asbestos cancer payments announced 
2801,course revamp to retain medics 
2802,ruling due in legal fight over sperm 
2803,ruling awaited over dead man's sperm 
2804,elderly care faces 'catastrophe' 
2805,immune upgrade gives 'hiv shielding' 
2806,statin debate: a bitter pill? 
2807,second us hiv-positive baby 'cured' 
2808,who: sugar intake 'should be halved' 
2809,pregnancy drinking damages claim due 
2810,hospital death rates 'to be clearer' 
2811,mental abuse 'should be made crime' 
2812,"sugar tax may be needed, mps told "
2813,mmr uptake hits new highs in wales 
2817,audio: 'anger increases heart attack risk' 
2818,hangovers 'don't deter drinkers' 
2819,video: one in five 'admits misusing a&amp;e' 
2820,angry people 'risking heart attacks' 
2821,one in five 'admits misusing a&amp;e ' 
2822,"30,000-year-old virus comes to life "
2823,voices: pledged to nhs change day 
2824,mental health assessments pay row 
2825,video: 'millions lost' to missed appointments 
2826,privatisation 'hurting health care' 
2827,thousands pledge to 'change nhs' 
2828,hiv teens survived against the odds 
2829,doctors aim to grow ears from fat 
2830,video: man's leg kept alive on his arm 
2831,seaweed 'may be key to weight loss' 
2832,why is no one talking about bladder cancer? 
2833,nightmares may be 'health warning' 
2834,man's leg kept alive on his arm 
2835,significant drop in measles cases 
2836,study: female brain 'more resilient' 
2837,care package to help fight dementia 
2838,inside a victorian 'lunatic asylum' 
2839,the social care curry club 
2840,the people who eat pizza every day 
2841,dirty stethoscopes 'bacteria threat' 
2842,us plans overhaul of food labels 
2843,newborn baby death family 'let down' 
2844,three-person baby plans announced 
2845,child health 'link to father's age' 
2846,uk troops' mental health 'resilient' 
2847,baby-boomer drug and alcohol warning 
2848,c-section 'link to later obesity' 
2849,private heart ops for nhs patients 
2850,tough eu smoking rules approved 
2851,audio: teen pregnancies fall to 40-year low 
2852,'breast cancer envy' campaigner dies 
2853,women need more obesity treatment 
2854,video: bid to improve teen cancer treatment 
2855,will eldercare be as common as childcare? 
2856,surgeons wait for answers on deaths 
2857,stafford hospital trust decision due 
2858,virtual arm eases phantom limb pain 
2859,'wake-up call' on domestic violence 
2860,"nhs data project at risk, say mps "
2861,nhs staff say care 'good enough' 
2862,the spinal pains of the uk workforce 
2863,weekend pressure builds in hospitals 
2864,care home criticised in report 
2865,teen pregnancy rate 'lower still' 
2866,eleven care home staff suspended 
2867,photo gallery: healthcare challenges in afghanistan 
2868,afghanistan medical crisis 'deepens' 
2869,medic warns of hospital pressure 
2870,obese 'denied' life saving treatment 
2871,cooking meat 'may be dementia risk' 
2872,nhs death rates 'should be ignored' 
2873,tobacco sale ban for us campus shops 
2874,nhs medical records rules 'broken' 
2875,extra staff called in to royal a&amp;e 
2876,baby's ventilator 'removed early' 
2877,medics hail 'kidney swap' scheme 
2878,gps 'complacent' over hiv risk 
2879,a&amp;e care to fly out to accidents 
2880,video: free food bags help elderly patients 
2881,rare 'polio-like' disease reports 
2882,does medicine really need lab mice? 
2883,could ect zap worst nightmares? 
2884,councils want neknominate warnings 
2885,nhs trusts with deficits rise to 39 
2886,how does commuting affect wellbeing? 
2887,video: video goggles for hospital patients 
2888,police probe into patient deaths 
2889,video: loneliness a risk in cancer patients 
2890,mid staffs faces patient death fine 
2891,romanian doctors tempted by a better life 
2892,prostate tests 'will predict risk' 
2893,nhs data critics 'scaremongering' 
2894,video: major heart healing trial starts 
2895,major heart healing trial starts 
2896,call for hospital death rates probe 
2897,nurse failed to investigate abuse 
2898,video: child mental health care concerns 
2899,'keep focus' on africa malaria fight 
2900,drug lets blind eyes 'see light' 
2901,children in adult psychiatric wards 
2902,psychotic traits tied to school move 
2903,video: action urged over self-harm sites 
2904,food packaging health risk 'unknown' 
2905,care.data: how did it go so wrong? 
2906,scotland bucks uk drink-death trend 
2907,lifestyle 'link to miscarriage risk' 
2908,video: giant nhs database rollout delayed 
2909,giant nhs database rollout delayed 
2910,monkey's brain moves sedated avatar 
2911,'deadly ambulance postcode lottery' 
2912,eating disorders can be 'fatal' 
2913,call for help for tongue-tie babies 
2914,more ambulance staff off with stress 
2915,video: call for better tongue-tie care 
2916,test 'predicts' teen depression risk 
2917,how asperger's reignited a passion for art 
2918,'cancer monorail' can kill tumours 
2919,the medicine in our minds 
2920,more healing sleep for newborns 
2921,computers select personal medicine 
2922,hg wells: the first celebrity charity campaigner? 
2923,adults 'unaware of nhs data plans' 
2924,audio: jab could kill brain tumour cells 
2925,video: ex-m&amp;s boss to become nhs advisor 
2926,audio: quitting smoking 'relieves stress' 
2927,ex-m&amp;s boss to advise nhs managers 
2928,belgium approves child euthanasia 
2929,relative tells of a&amp;e distress 
2930,belgian mps vote on child euthanasia 
2931,video: breaking the silence on male rape 
2932,video: social work training reforms urged 
2933,video: psychological scars of intensive care 
2934,health boards consider nhs shake-up 
2935,brain finds true beauty in maths 
2936,'cosmetic crisis' measures expected 
2937,a nation of pill poppers? 
2938,police probe hospital pledges action 
2939,ketamine to become class b drug 
2940,audio: football-sized neck tumour removed 
2941,gps add to fears over nhs database 
2942,study finds ni drug deaths different 
2943,'lack of clarity' over nhs savings 
2944,rise in deaths from 'legal highs' 
2945,'millions more should take statins' 
2946,video: 'she is my breast cancer sister' 
2947,video: dementia research: uk '30 years behind' 
2948,car smoking ban 'due before 2015' 
2949,delays 'contributed to five deaths' 
2950,the girl whose mouth was locked shut 
2951,video: eu rules on child drugs 'cost lives' 
2952,ministers 'will ban car smoking' 
2953,eu rules on child drugs 'cost lives' 
2954,alarm as kabul records polio case 
2955,audio: concern over new eu legal high rules 
2956,video: brittle bones mum achieves top goal 
2957,a&amp;e review finds doctor shortage 
2958,rise in new diabetes cases 
2959,belfast medics develop x-ray app 
2960,mps set to vote on car smoking ban 
2961,vitamin c 'keeps cancer at bay' 
2962,exotic disease detectives 
2963,video: tattoo boom brings potential dangers 
2964,video: can we erase memories entirely? 
2965,'i didn't let bowel disease beat me' 
2966,women 'fare worse after strokes' 
2967,video: smoking in cars: what are the risks? 
2968,deaf children of our time 
2969,why sharing data is for greater good 
2970,health experts back car smoking ban 
2971,power lines: no child leukaemia risk 
2972,measles global deaths decline by 78% 
2973,audio: charity defends pancreatic cancer ad 
2974,birth order link to being overweight 
2975,three-fold increase in insulin use 
2976,cancer 'envy' campaign criticised 
2977,temporary blindness 'boosts hearing' 
2978,video: has stafford scandal changed nhs? 
2979,video: us chain to halt tobacco sales 
2980,cbt 'effective' in schizophrenia 
2981,cash worries 'could harm nhs care' 
2982,hospitals to log victims of fgm 
2983,bionic hand allows patient to 'feel' 
2984,video: health warning on nhs spending cuts 
2985,video: teen told he would die beating odds 
2986,audio: shivering 'could cause weight loss' 
2987,video: nhs in england 'getting better' 
2988,"nhs 'getting better', says hunt "
2989,new strain of 'deadly' bird flu 
2990,data reveals england's fattest areas 
2991,audio: sons on caring for dad with dementia 
2992,audio: nutt: e-cigs are a 'health advance' 
2993,bug shuts hospital wards to visitors 
2994,'delay' patient records database 
2995,cancer: a global threat 
2996,play to cure: games for cancer 
2997,councils 'pay too little for care' 
2998,video: councils 'pay too little for home care' 
2999,"video: cancer cases to soar, warns who "
3000,world facing cancer 'tidal wave' 
3001,video: drinking game page stops after death 
3002,four more e.coli cases linked to hydro 
3003,nhs sent users to malicious websites 
3004,doctor prescribed 'elephant' dose 
3005,audio: ex-drug user: addiction never leaves 
3006,audio: drinking game 'form of bullying' 
3007,video: plastic surgery 'boom' in the uk 
3008,elderly breast cancer warning 
3009,video: illegally tattooed at the age of 13 
